Disease,Area,State Abbreviation,FIPS,Year,Race,Sex,Age group,Transmission Category,Population,Cases,Rate
Gonorrhea,Osceola County,IA,19143,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,211",1,16.1
Gonorrhea,Page County,IA,19145,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"15,713",2,12.7
Gonorrhea,Palo Alto County,IA,19147,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,185",2,21.8
Gonorrhea,Plymouth County,IA,19149,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"24,957",3,12
Gonorrhea,Pocahontas County,IA,19151,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,154",2,28
Gonorrhea,Polk County,IA,19153,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"451,677",392,86.8
Gonorrhea,Pottawattamie County,IA,19155,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"92,728",89,96
Gonorrhea,Poweshiek County,IA,19157,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,601",2,10.8
Gonorrhea,Ringgold County,IA,19159,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,072",1,19.7
Gonorrhea,Sac County,IA,19161,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,071",0,0
Gonorrhea,Scott County,IA,19163,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"170,385",115,67.5
Gonorrhea,Shelby County,IA,19165,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,961",4,33.4
Gonorrhea,Sioux County,IA,19167,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"34,547",4,11.6
Gonorrhea,Story County,IA,19169,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"92,406",31,33.5
Gonorrhea,Tama County,IA,19171,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,576",11,62.6
Gonorrhea,Taylor County,IA,19173,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,161",1,16.2
Gonorrhea,Union County,IA,19175,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,583",4,31.8
Gonorrhea,Van Buren County,IA,19177,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,436",0,0
Gonorrhea,Wapello County,IA,19179,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"35,391",25,70.6
Gonorrhea,Warren County,IA,19181,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"47,336",3,6.3
Gonorrhea,Washington County,IA,19183,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,015",3,13.6
Gonorrhea,Wayne County,IA,19185,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,402",0,0
Gonorrhea,Webster County,IA,19187,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"37,044",45,121.5
Gonorrhea,Winnebago County,IA,19189,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,554",0,0
Gonorrhea,Winneshiek County,IA,19191,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,994",2,9.5
Gonorrhea,Woodbury County,IA,19193,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"102,130",160,156.7
Gonorrhea,Worth County,IA,19195,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,541",1,13.3
Gonorrhea,Wright County,IA,19197,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,972",4,30.8
Gonorrhea,Allen County,KS,20001,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,124",2,15.2
Gonorrhea,Anderson County,KS,20003,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,897",4,50.7
Gonorrhea,Atchison County,KS,20005,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,749",2,11.9
Gonorrhea,Barber County,KS,20007,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"4,947",0,0
Gonorrhea,Barton County,KS,20009,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,509",3,10.9
Gonorrhea,Bourbon County,KS,20011,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,852",4,26.9
Gonorrhea,Brown County,KS,20013,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,997",1,10
Gonorrhea,Butler County,KS,20015,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"65,803",22,33.4
Gonorrhea,Chase County,KS,20017,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,700",0,0
Gonorrhea,Chautauqua County,KS,20019,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,552",0,0
Gonorrhea,Cherokee County,KS,20021,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,978",3,14.3
Gonorrhea,Cheyenne County,KS,20023,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,694",2,74.2
Gonorrhea,Clark County,KS,20025,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,193",0,0
Gonorrhea,Clay County,KS,20027,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,406",1,11.9
Gonorrhea,Cloud County,KS,20029,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,292",4,43
Gonorrhea,Coffey County,KS,20031,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,412",0,0
Gonorrhea,Comanche County,KS,20033,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,955",0,0
Gonorrhea,Cowley County,KS,20035,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"36,204",26,71.8
Gonorrhea,Crawford County,KS,20037,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"39,278",9,22.9
Gonorrhea,Decatur County,KS,20039,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,930",0,0
Gonorrhea,Dickinson County,KS,20041,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"19,609",12,61.2
Gonorrhea,Doniphan County,KS,20043,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,851",3,38.2
Gonorrhea,Douglas County,KS,20045,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"114,322",93,81.3
Gonorrhea,Edwards County,KS,20047,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,945",0,0
Gonorrhea,Elk County,KS,20049,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,655",0,0
Gonorrhea,Ellis County,KS,20051,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"29,061",7,24.1
Gonorrhea,Ellsworth County,KS,20053,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,398",1,15.6
Gonorrhea,Finney County,KS,20055,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"37,098",13,35
Gonorrhea,Ford County,KS,20057,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"34,819",9,25.8
Gonorrhea,Franklin County,KS,20059,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"25,740",7,27.2
Gonorrhea,Geary County,KS,20061,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"37,384",63,168.5
Gonorrhea,Gove County,KS,20063,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,769",0,0
Gonorrhea,Graham County,KS,20065,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,593",0,0
Gonorrhea,Grant County,KS,20067,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,950",1,12.6
Gonorrhea,Gray County,KS,20069,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,009",0,0
Gonorrhea,Greeley County,KS,20071,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,290",0,0
Gonorrhea,Greenwood County,KS,20073,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,424",2,31.1
Gonorrhea,Hamilton County,KS,20075,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,609",0,0
Gonorrhea,Harper County,KS,20077,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,860",0,0
Gonorrhea,Harvey County,KS,20079,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"34,741",15,43.2
Gonorrhea,Haskell County,KS,20081,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"4,141",1,24.1
Gonorrhea,Hodgeman County,KS,20083,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,950",1,51.3
Gonorrhea,Jackson County,KS,20085,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,366",5,37.4
Gonorrhea,Jefferson County,KS,20087,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,813",6,31.9
Gonorrhea,Jewell County,KS,20089,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,046",0,0
Gonorrhea,Johnson County,KS,20091,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"566,933",187,33
Gonorrhea,Kearny County,KS,20093,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,923",0,0
Gonorrhea,Kingman County,KS,20095,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,844",2,25.5
Gonorrhea,Kiowa County,KS,20097,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,523",0,0
Gonorrhea,Labette County,KS,20099,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,916",9,43
Gonorrhea,Lane County,KS,20101,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,720",0,0
Gonorrhea,Leavenworth County,KS,20103,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"78,185",51,65.2
Gonorrhea,Lincoln County,KS,20105,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,147",1,31.8
Gonorrhea,Linn County,KS,20107,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,516",1,10.5
Gonorrhea,Logan County,KS,20109,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,798",0,0
Gonorrhea,Lyon County,KS,20111,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"33,510",9,26.9
Gonorrhea,Mcpherson County,KS,20113,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"29,569",9,30.4
Gonorrhea,Marion County,KS,20115,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,219",2,16.4
Gonorrhea,Marshall County,KS,20117,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,002",0,0
Gonorrhea,Meade County,KS,20119,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"4,343",2,46.1
Gonorrhea,Miami County,KS,20121,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"32,835",5,15.2
Gonorrhea,Mitchell County,KS,20123,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,378",0,0
Gonorrhea,Montgomery County,KS,20125,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"34,292",18,52.5
Gonorrhea,Morris County,KS,20127,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,741",0,0
Gonorrhea,Morton County,KS,20129,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,143",0,0
Gonorrhea,Nemaha County,KS,20131,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,161",6,59
Gonorrhea,Neosho County,KS,20133,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,430",3,18.3
Gonorrhea,Ness County,KS,20135,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,073",0,0
Gonorrhea,Norton County,KS,20137,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,622",0,0
Gonorrhea,Osage County,KS,20139,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,142",4,24.8
Gonorrhea,Osborne County,KS,20141,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,818",0,0
Gonorrhea,Ottawa County,KS,20143,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,042",1,16.6
Gonorrhea,Pawnee County,KS,20145,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,971",2,28.7
Gonorrhea,Phillips County,KS,20147,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,540",1,18.1
Gonorrhea,Pottawatomie County,KS,20149,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,691",3,13.2
Gonorrhea,Pratt County,KS,20151,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,878",1,10.1
Gonorrhea,Rawlins County,KS,20153,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,589",0,0
Gonorrhea,Reno County,KS,20155,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"64,190",50,77.9
Gonorrhea,Republic County,KS,20157,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"4,820",0,0
Gonorrhea,Rice County,KS,20159,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,011",5,49.9
Gonorrhea,Riley County,KS,20161,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"75,394",56,74.3
Gonorrhea,Rooks County,KS,20163,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,190",2,38.5
Gonorrhea,Rush County,KS,20165,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,186",0,0
Gonorrhea,Russell County,KS,20167,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,933",1,14.4
Gonorrhea,Saline County,KS,20169,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"55,740",57,102.3
Gonorrhea,Scott County,KS,20171,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,035",1,19.9
Gonorrhea,Sedgwick County,KS,20173,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"505,415","1,037",205.2
Gonorrhea,Seward County,KS,20175,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"23,390",10,42.8
Gonorrhea,Shawnee County,KS,20177,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"178,831",366,204.7
Gonorrhea,Sheridan County,KS,20179,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,553",0,0
Gonorrhea,Sherman County,KS,20181,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,115",1,16.4
Gonorrhea,Smith County,KS,20183,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,706",0,0
Gonorrhea,Stafford County,KS,20185,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"4,359",1,22.9
Gonorrhea,Stanton County,KS,20187,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,194",0,0
Gonorrhea,Stevens County,KS,20189,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,816",0,0
Gonorrhea,Sumner County,KS,20191,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"23,591",12,50.9
Gonorrhea,Thomas County,KS,20193,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,948",2,25.2
Gonorrhea,Trego County,KS,20195,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,980",0,0
Gonorrhea,Wabaunsee County,KS,20197,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,051",1,14.2
Gonorrhea,Wallace County,KS,20199,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,569",0,0
Gonorrhea,Washington County,KS,20201,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,629",1,17.8
Gonorrhea,Wichita County,KS,20203,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,192",0,0
Gonorrhea,Wilson County,KS,20205,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,105",1,11
Gonorrhea,Woodson County,KS,20207,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,221",0,0
Gonorrhea,Wyandotte County,KS,20209,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"160,384",325,202.6
Gonorrhea,Adair County,KY,21001,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,732",6,32
Gonorrhea,Allen County,KY,21003,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,311",4,19.7
Gonorrhea,Anderson County,KY,21005,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,811",4,18.3
Gonorrhea,Ballard County,KY,21007,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,332",3,36
Gonorrhea,Barren County,KY,21009,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"43,027",20,46.5
Gonorrhea,Bath County,KY,21011,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,961",5,41.8
Gonorrhea,Bell County,KY,21013,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,885",3,10.8
Gonorrhea,Boone County,KY,21015,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"124,442",109,87.6
Gonorrhea,Bourbon County,KY,21017,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"19,998",12,60
Gonorrhea,Boyd County,KY,21019,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"48,886",32,65.5
Gonorrhea,Boyle County,KY,21021,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"29,013",22,75.8
Gonorrhea,Bracken County,KY,21023,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,416",0,0
Gonorrhea,Breathitt County,KY,21025,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,545",2,14.8
Gonorrhea,Breckinridge County,KY,21027,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,040",3,15
Gonorrhea,Bullitt County,KY,21029,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"76,854",25,32.5
Gonorrhea,Butler County,KY,21031,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,793",3,23.5
Gonorrhea,Caldwell County,KY,21033,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,823",12,93.6
Gonorrhea,Calloway County,KY,21035,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"37,657",24,63.7
Gonorrhea,Campbell County,KY,21037,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"90,988",88,96.7
Gonorrhea,Carlisle County,KY,21039,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,001",0,0
Gonorrhea,Carroll County,KY,21041,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,953",3,27.4
Gonorrhea,Carter County,KY,21043,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,202",6,22.1
Gonorrhea,Casey County,KY,21045,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,067",7,43.6
Gonorrhea,Christian County,KY,21047,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"74,167",165,222.5
Gonorrhea,Clark County,KY,21049,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"35,614",56,157.2
Gonorrhea,Clay County,KY,21051,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,364",1,4.7
Gonorrhea,Clinton County,KY,21053,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,146",2,19.7
Gonorrhea,Crittenden County,KY,21055,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,255",1,10.8
Gonorrhea,Cumberland County,KY,21057,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,789",1,14.7
Gonorrhea,Daviess County,KY,21059,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"98,218",114,116.1
Gonorrhea,Edmonson County,KY,21061,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,062",1,8.3
Gonorrhea,Elliott County,KY,21063,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,637",0,0
Gonorrhea,Estill County,KY,21065,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,488",1,6.9
Gonorrhea,Fayette County,KY,21067,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"308,428",567,183.8
Gonorrhea,Fleming County,KY,21069,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,508",4,27.6
Gonorrhea,Floyd County,KY,21071,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"38,728",2,5.2
Gonorrhea,Franklin County,KY,21073,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"49,648",41,82.6
Gonorrhea,Fulton County,KY,21075,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,385",14,219.3
Gonorrhea,Gallatin County,KY,21077,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,474",5,59
Gonorrhea,Garrard County,KY,21079,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,915",3,17.7
Gonorrhea,Grant County,KY,21081,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"24,753",10,40.4
Gonorrhea,Graves County,KY,21083,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"37,451",21,56.1
Gonorrhea,Grayson County,KY,21085,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"25,997",1,3.8
Gonorrhea,Green County,KY,21087,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,180",0,0
Gonorrhea,Greenup County,KY,21089,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"36,519",7,19.2
Gonorrhea,Hancock County,KY,21091,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,687",1,11.5
Gonorrhea,Hardin County,KY,21093,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"108,191",108,99.8
Gonorrhea,Harlan County,KY,21095,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"28,499",4,14
Gonorrhea,Harrison County,KY,21097,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,518",9,48.6
Gonorrhea,Hart County,KY,21099,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,573",8,43.1
Gonorrhea,Henderson County,KY,21101,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"46,347",55,118.7
Gonorrhea,Henry County,KY,21103,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"15,445",4,25.9
Gonorrhea,Hickman County,KY,21105,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"4,745",2,42.1
Gonorrhea,Hopkins County,KY,21107,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"46,634",51,109.4
Gonorrhea,Jackson County,KY,21109,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,427",1,7.4
Gonorrhea,Jefferson County,KY,21111,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"756,832","1,665",220
Gonorrhea,Jessamine County,KY,21113,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"50,173",32,63.8
Gonorrhea,Johnson County,KY,21115,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"23,449",1,4.3
Gonorrhea,Kenton County,KY,21117,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"163,145",252,154.5
Gonorrhea,Knott County,KY,21119,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"15,976",1,6.3
Gonorrhea,Knox County,KY,21121,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"31,790",7,22
Gonorrhea,Larue County,KY,21123,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,064",7,49.8
Gonorrhea,Laurel County,KY,21125,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"59,563",6,10.1
Gonorrhea,Lawrence County,KY,21127,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"15,856",0,0
Gonorrhea,Lee County,KY,21129,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,260",1,13.8
Gonorrhea,Leslie County,KY,21131,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,019",0,0
Gonorrhea,Letcher County,KY,21133,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"23,619",2,8.5
Gonorrhea,Lewis County,KY,21135,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,806",1,7.2
Gonorrhea,Lincoln County,KY,21137,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"24,370",11,45.1
Gonorrhea,Livingston County,KY,21139,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,359",2,21.4
Gonorrhea,Logan County,KY,21141,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"26,876",15,55.8
Gonorrhea,Lyon County,KY,21143,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,451",3,35.5
Gonorrhea,Mccracken County,KY,21145,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"65,373",91,139.2
Gonorrhea,Mccreary County,KY,21147,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,989",6,33.4
Gonorrhea,Mclean County,KY,21149,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,496",1,10.5
Gonorrhea,Madison County,KY,21151,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"85,590",55,64.3
Gonorrhea,Magoffin County,KY,21153,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,950",1,7.7
Gonorrhea,Marion County,KY,21155,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,045",16,79.8
Gonorrhea,Marshall County,KY,21157,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"31,107",4,12.9
Gonorrhea,Martin County,KY,21159,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,647",0,0
Gonorrhea,Mason County,KY,21161,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,278",24,138.9
Gonorrhea,Meade County,KY,21163,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"29,210",8,27.4
Gonorrhea,Menifee County,KY,21165,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,288",4,63.6
Gonorrhea,Mercer County,KY,21167,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,349",5,23.4
Gonorrhea,Metcalfe County,KY,21169,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,983",0,0
Gonorrhea,Monroe County,KY,21171,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,681",2,18.7
Gonorrhea,Montgomery County,KY,21173,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,251",22,80.7
Gonorrhea,Morgan County,KY,21175,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,380",0,0
Gonorrhea,Muhlenberg County,KY,21177,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"31,179",11,35.3
Gonorrhea,Nelson County,KY,21179,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"44,540",42,94.3
Gonorrhea,Nicholas County,KY,21181,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,039",2,28.4
Gonorrhea,Ohio County,KY,21183,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"23,988",2,8.3
Gonorrhea,Oldham County,KY,21185,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"62,364",19,30.5
Gonorrhea,Owen County,KY,21187,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,662",0,0
Gonorrhea,Owsley County,KY,21189,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"4,654",0,0
Gonorrhea,Pendleton County,KY,21191,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,570",9,61.8
Gonorrhea,Perry County,KY,21193,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"28,010",3,10.7
Gonorrhea,Pike County,KY,21195,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"63,380",4,6.3
