Disease,Area,State Abbreviation,FIPS,Year,Race,Sex,Age group,Transmission Category,Population,Cases,Rate
Primary and Secondary Syphilis,Franklin County,FL,12037,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,598",0,0
Primary and Secondary Syphilis,Gadsden County,FL,12039,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"46,194",3,6.5
Primary and Secondary Syphilis,Gilchrist County,FL,12041,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,931",0,0
Primary and Secondary Syphilis,Glades County,FL,12043,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,345",0,0
Primary and Secondary Syphilis,Gulf County,FL,12045,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"15,829",0,0
Primary and Secondary Syphilis,Hamilton County,FL,12047,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,354",1,7
Primary and Secondary Syphilis,Hardee County,FL,12049,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,519",0,0
Primary and Secondary Syphilis,Hendry County,FL,12051,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"37,471",2,5.3
Primary and Secondary Syphilis,Hernando County,FL,12053,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"174,441",4,2.3
Primary and Secondary Syphilis,Highlands County,FL,12055,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"97,616",0,0
Primary and Secondary Syphilis,Hillsborough County,FL,12057,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,291,578",218,16.9
Primary and Secondary Syphilis,Holmes County,FL,12059,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"19,717",1,5.1
Primary and Secondary Syphilis,Indian River County,FL,12061,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"141,994",2,1.4
Primary and Secondary Syphilis,Jackson County,FL,12063,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"48,922",0,0
Primary and Secondary Syphilis,Jefferson County,FL,12065,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,194",1,7
Primary and Secondary Syphilis,Lafayette County,FL,12067,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,848",0,0
Primary and Secondary Syphilis,Lake County,FL,12069,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"308,034",9,2.9
Primary and Secondary Syphilis,Lee County,FL,12071,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"661,115",22,3.3
Primary and Secondary Syphilis,Leon County,FL,12073,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"281,845",24,8.5
Primary and Secondary Syphilis,Levy County,FL,12075,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"39,644",0,0
Primary and Secondary Syphilis,Liberty County,FL,12077,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,349",0,0
Primary and Secondary Syphilis,Madison County,FL,12079,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,728",0,0
Primary and Secondary Syphilis,Manatee County,FL,12081,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"342,106",6,1.8
Primary and Secondary Syphilis,Marion County,FL,12083,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"337,362",11,3.3
Primary and Secondary Syphilis,Martin County,FL,12085,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"151,263",7,4.6
Primary and Secondary Syphilis,Miami-Dade County,FL,12086,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,617,176",434,16.6
Primary and Secondary Syphilis,Monroe County,FL,12087,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"76,351",10,13.1
Primary and Secondary Syphilis,Nassau County,FL,12089,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"75,710",0,0
Primary and Secondary Syphilis,Okaloosa County,FL,12091,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"193,811",1,0.5
Primary and Secondary Syphilis,Okeechobee County,FL,12093,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"39,330",0,0
Primary and Secondary Syphilis,Orange County,FL,12095,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,225,267",186,15.2
Primary and Secondary Syphilis,Osceola County,FL,12097,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"298,504",15,5
Primary and Secondary Syphilis,Palm Beach County,FL,12099,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,372,171",64,4.7
Primary and Secondary Syphilis,Pasco County,FL,12101,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"475,502",19,4
Primary and Secondary Syphilis,Pinellas County,FL,12103,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"929,048",79,8.5
Primary and Secondary Syphilis,Polk County,FL,12105,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"623,009",49,7.9
Primary and Secondary Syphilis,Putnam County,FL,12107,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"72,577",0,0
Primary and Secondary Syphilis,St. Johns County,FL,12109,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"209,647",0,0
Primary and Secondary Syphilis,St. Lucie County,FL,12111,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"286,832",9,3.1
Primary and Secondary Syphilis,Santa Rosa County,FL,12113,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"161,096",6,3.7
Primary and Secondary Syphilis,Sarasota County,FL,12115,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"390,429",13,3.3
Primary and Secondary Syphilis,Seminole County,FL,12117,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"436,041",29,6.7
Primary and Secondary Syphilis,Sumter County,FL,12119,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"107,056",1,0.9
Primary and Secondary Syphilis,Suwannee County,FL,12121,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"43,734",1,2.3
Primary and Secondary Syphilis,Taylor County,FL,12123,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,857",0,0
Primary and Secondary Syphilis,Union County,FL,12125,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"15,136",1,6.6
Primary and Secondary Syphilis,Volusia County,FL,12127,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"500,800",18,3.6
Primary and Secondary Syphilis,Wakulla County,FL,12129,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"31,022",0,0
Primary and Secondary Syphilis,Walton County,FL,12131,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"59,807",0,0
Primary and Secondary Syphilis,Washington County,FL,12133,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"24,624",0,0
Primary and Secondary Syphilis,Appling County,GA,13001,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,440",0,0
Primary and Secondary Syphilis,Atkinson County,GA,13003,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,290",0,0
Primary and Secondary Syphilis,Bacon County,GA,13005,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,216",0,0
Primary and Secondary Syphilis,Baker County,GA,13007,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,341",0,0
Primary and Secondary Syphilis,Baldwin County,GA,13009,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"46,039",1,2.2
Primary and Secondary Syphilis,Banks County,GA,13011,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,415",0,0
Primary and Secondary Syphilis,Barrow County,GA,13013,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"71,453",0,0
Primary and Secondary Syphilis,Bartow County,GA,13015,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"101,273",7,6.9
Primary and Secondary Syphilis,Ben Hill County,GA,13017,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,515",0,0
Primary and Secondary Syphilis,Berrien County,GA,13019,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"19,048",0,0
Primary and Secondary Syphilis,Bibb County,GA,13021,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"154,721",6,3.9
Primary and Secondary Syphilis,Bleckley County,GA,13023,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,771",0,0
Primary and Secondary Syphilis,Brantley County,GA,13025,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,292",0,0
Primary and Secondary Syphilis,Brooks County,GA,13027,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"15,516",0,0
Primary and Secondary Syphilis,Bryan County,GA,13029,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"33,157",0,0
Primary and Secondary Syphilis,Bulloch County,GA,13031,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"71,214",8,11.2
Primary and Secondary Syphilis,Burke County,GA,13033,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,923",1,4.4
Primary and Secondary Syphilis,Butts County,GA,13035,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"23,361",0,0
Primary and Secondary Syphilis,Calhoun County,GA,13037,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,523",0,0
Primary and Secondary Syphilis,Camden County,GA,13039,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"51,476",0,0
Primary and Secondary Syphilis,Candler County,GA,13043,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,937",2,18.3
Primary and Secondary Syphilis,Carroll County,GA,13045,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"112,355",2,1.8
Primary and Secondary Syphilis,Catoosa County,GA,13047,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"65,311",1,1.5
Primary and Secondary Syphilis,Charlton County,GA,13049,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,255",0,0
Primary and Secondary Syphilis,Chatham County,GA,13051,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"278,434",11,4
Primary and Secondary Syphilis,Chattahoochee County,GA,13053,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,842",0,0
Primary and Secondary Syphilis,Chattooga County,GA,13055,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"25,138",0,0
Primary and Secondary Syphilis,Cherokee County,GA,13057,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"225,106",7,3.1
Primary and Secondary Syphilis,Clarke County,GA,13059,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"121,265",5,4.1
Primary and Secondary Syphilis,Clay County,GA,13061,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,045",0,0
Primary and Secondary Syphilis,Clayton County,GA,13063,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"264,220",80,30.3
Primary and Secondary Syphilis,Clinch County,GA,13065,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,795",1,14.7
Primary and Secondary Syphilis,Cobb County,GA,13067,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"717,190",84,11.7
Primary and Secondary Syphilis,Coffee County,GA,13069,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"43,220",3,6.9
Primary and Secondary Syphilis,Colquitt County,GA,13071,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"46,275",2,4.3
Primary and Secondary Syphilis,Columbia County,GA,13073,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"135,416",8,5.9
Primary and Secondary Syphilis,Cook County,GA,13075,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,066",1,5.9
Primary and Secondary Syphilis,Coweta County,GA,13077,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"133,180",3,2.3
Primary and Secondary Syphilis,Crawford County,GA,13079,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"12,504",0,0
Primary and Secondary Syphilis,Crisp County,GA,13081,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"23,336",2,8.6
Primary and Secondary Syphilis,Dade County,GA,13083,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,507",0,0
Primary and Secondary Syphilis,Dawson County,GA,13085,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,686",0,0
Primary and Secondary Syphilis,Decatur County,GA,13087,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,359",0,0
Primary and Secondary Syphilis,Dekalb County,GA,13089,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"713,340",242,33.9
Primary and Secondary Syphilis,Dodge County,GA,13091,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,221",0,0
Primary and Secondary Syphilis,Dooly County,GA,13093,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,304",2,14
Primary and Secondary Syphilis,Dougherty County,GA,13095,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"92,969",28,30.1
Primary and Secondary Syphilis,Douglas County,GA,13097,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"136,379",9,6.6
Primary and Secondary Syphilis,Early County,GA,13099,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,542",0,0
Primary and Secondary Syphilis,Echols County,GA,13101,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"4,057",0,0
Primary and Secondary Syphilis,Effingham County,GA,13103,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"54,456",0,0
Primary and Secondary Syphilis,Elbert County,GA,13105,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"19,599",0,0
Primary and Secondary Syphilis,Emanuel County,GA,13107,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,867",1,4.4
Primary and Secondary Syphilis,Evans County,GA,13109,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,833",0,0
Primary and Secondary Syphilis,Fannin County,GA,13111,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"23,760",0,0
Primary and Secondary Syphilis,Fayette County,GA,13113,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"108,365",2,1.8
Primary and Secondary Syphilis,Floyd County,GA,13115,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"95,821",4,4.2
Primary and Secondary Syphilis,Forsyth County,GA,13117,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"195,405",1,0.5
Primary and Secondary Syphilis,Franklin County,GA,13119,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"22,009",0,0
Primary and Secondary Syphilis,Fulton County,GA,13121,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"984,293",429,43.6
Primary and Secondary Syphilis,Gilmer County,GA,13123,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"28,579",0,0
Primary and Secondary Syphilis,Glascock County,GA,13125,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"3,102",0,0
Primary and Secondary Syphilis,Glynn County,GA,13127,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"81,508",2,2.5
Primary and Secondary Syphilis,Gordon County,GA,13129,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"55,757",1,1.8
Primary and Secondary Syphilis,Grady County,GA,13131,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"25,278",0,0
Primary and Secondary Syphilis,Greene County,GA,13133,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,321",0,0
Primary and Secondary Syphilis,Gwinnett County,GA,13135,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"859,304",96,11.2
Primary and Secondary Syphilis,Habersham County,GA,13137,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"43,300",0,0
Primary and Secondary Syphilis,Hall County,GA,13139,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"187,745",3,1.6
Primary and Secondary Syphilis,Hancock County,GA,13141,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,879",0,0
Primary and Secondary Syphilis,Haralson County,GA,13143,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"28,495",0,0
Primary and Secondary Syphilis,Harris County,GA,13145,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"32,663",1,3.1
Primary and Secondary Syphilis,Hart County,GA,13147,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"25,446",0,0
Primary and Secondary Syphilis,Heard County,GA,13149,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,558",0,0
Primary and Secondary Syphilis,Henry County,GA,13151,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"211,128",8,3.8
Primary and Secondary Syphilis,Houston County,GA,13153,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"147,658",5,3.4
Primary and Secondary Syphilis,Irwin County,GA,13155,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,427",0,0
Primary and Secondary Syphilis,Jackson County,GA,13157,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"61,044",2,3.3
Primary and Secondary Syphilis,Jasper County,GA,13159,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"13,601",0,0
Primary and Secondary Syphilis,Jeff Davis County,GA,13161,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"15,004",0,0
Primary and Secondary Syphilis,Jefferson County,GA,13163,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,320",1,6.1
Primary and Secondary Syphilis,Jenkins County,GA,13165,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,269",0,0
Primary and Secondary Syphilis,Johnson County,GA,13167,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,767",0,0
Primary and Secondary Syphilis,Jones County,GA,13169,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"28,569",0,0
Primary and Secondary Syphilis,Lamar County,GA,13171,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,959",0,0
Primary and Secondary Syphilis,Lanier County,GA,13173,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,408",0,0
Primary and Secondary Syphilis,Laurens County,GA,13175,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"47,999",3,6.3
Primary and Secondary Syphilis,Lee County,GA,13177,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"29,071",1,3.4
Primary and Secondary Syphilis,Liberty County,GA,13179,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"64,135",1,1.6
Primary and Secondary Syphilis,Lincoln County,GA,13181,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,751",0,0
Primary and Secondary Syphilis,Long County,GA,13183,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,624",0,0
Primary and Secondary Syphilis,Lowndes County,GA,13185,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"112,916",17,15.1
Primary and Secondary Syphilis,Lumpkin County,GA,13187,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"30,918",0,0
Primary and Secondary Syphilis,Mcduffie County,GA,13189,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,565",1,4.6
Primary and Secondary Syphilis,Mcintosh County,GA,13191,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,007",0,0
Primary and Secondary Syphilis,Macon County,GA,13193,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,009",1,7.1
Primary and Secondary Syphilis,Madison County,GA,13195,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"28,057",0,0
Primary and Secondary Syphilis,Marion County,GA,13197,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,640",0,0
Primary and Secondary Syphilis,Meriwether County,GA,13199,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,232",1,4.7
Primary and Secondary Syphilis,Miller County,GA,13201,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,932",0,0
Primary and Secondary Syphilis,Mitchell County,GA,13205,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"23,045",0,0
Primary and Secondary Syphilis,Monroe County,GA,13207,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"26,984",0,0
Primary and Secondary Syphilis,Montgomery County,GA,13209,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,021",0,0
Primary and Secondary Syphilis,Morgan County,GA,13211,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,781",0,0
Primary and Secondary Syphilis,Murray County,GA,13213,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"39,267",0,0
Primary and Secondary Syphilis,Muscogee County,GA,13215,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"202,824",20,9.9
Primary and Secondary Syphilis,Newton County,GA,13217,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"102,446",12,11.7
Primary and Secondary Syphilis,Oconee County,GA,13219,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"34,035",2,5.9
Primary and Secondary Syphilis,Oglethorpe County,GA,13221,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,548",0,0
Primary and Secondary Syphilis,Paulding County,GA,13223,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"146,950",7,4.8
Primary and Secondary Syphilis,Peach County,GA,13225,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,014",4,14.8
Primary and Secondary Syphilis,Pickens County,GA,13227,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"29,584",0,0
Primary and Secondary Syphilis,Pierce County,GA,13229,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"18,938",1,5.3
Primary and Secondary Syphilis,Pike County,GA,13231,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"17,796",0,0
Primary and Secondary Syphilis,Polk County,GA,13233,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"41,183",1,2.4
Primary and Secondary Syphilis,Pulaski County,GA,13235,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"11,542",0,0
Primary and Secondary Syphilis,Putnam County,GA,13237,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,371",0,0
Primary and Secondary Syphilis,Quitman County,GA,13239,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,367",1,42.2
Primary and Secondary Syphilis,Rabun County,GA,13241,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,235",0,0
Primary and Secondary Syphilis,Randolph County,GA,13243,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,197",0,0
Primary and Secondary Syphilis,Richmond County,GA,13245,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"202,003",41,20.3
Primary and Secondary Syphilis,Rockdale County,GA,13247,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"86,919",6,6.9
Primary and Secondary Syphilis,Schley County,GA,13249,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,089",0,0
Primary and Secondary Syphilis,Screven County,GA,13251,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"14,240",0,0
Primary and Secondary Syphilis,Seminole County,GA,13253,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,945",0,0
Primary and Secondary Syphilis,Spalding County,GA,13255,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"63,829",0,0
Primary and Secondary Syphilis,Stephens County,GA,13257,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"25,683",0,0
Primary and Secondary Syphilis,Stewart County,GA,13259,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,868",0,0
Primary and Secondary Syphilis,Sumter County,GA,13261,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"31,364",1,3.2
Primary and Secondary Syphilis,Talbot County,GA,13263,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,456",0,0
Primary and Secondary Syphilis,Taliaferro County,GA,13265,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"1,703",0,0
Primary and Secondary Syphilis,Tattnall County,GA,13267,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"25,526",0,0
Primary and Secondary Syphilis,Taylor County,GA,13269,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,464",0,0
Primary and Secondary Syphilis,Telfair County,GA,13271,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"16,591",0,0
Primary and Secondary Syphilis,Terrell County,GA,13273,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,022",1,11.1
Primary and Secondary Syphilis,Thomas County,GA,13275,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"44,869",7,15.6
Primary and Secondary Syphilis,Tift County,GA,13277,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"40,286",2,5
Primary and Secondary Syphilis,Toombs County,GA,13279,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,273",1,3.7
Primary and Secondary Syphilis,Towns County,GA,13281,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,771",0,0
Primary and Secondary Syphilis,Treutlen County,GA,13283,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"6,712",0,0
Primary and Secondary Syphilis,Troup County,GA,13285,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"69,053",1,1.4
Primary and Secondary Syphilis,Turner County,GA,13287,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,134",0,0
Primary and Secondary Syphilis,Twiggs County,GA,13289,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,481",0,0
Primary and Secondary Syphilis,Union County,GA,13291,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,566",0,0
Primary and Secondary Syphilis,Upson County,GA,13293,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"26,566",0,0
Primary and Secondary Syphilis,Walker County,GA,13295,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"68,198",0,0
Primary and Secondary Syphilis,Walton County,GA,13297,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"85,754",0,0
Primary and Secondary Syphilis,Ware County,GA,13299,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"35,709",0,0
Primary and Secondary Syphilis,Warren County,GA,13301,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"5,558",0,0
Primary and Secondary Syphilis,Washington County,GA,13303,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"20,676",0,0
Primary and Secondary Syphilis,Wayne County,GA,13305,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"30,077",1,3.3
Primary and Secondary Syphilis,Webster County,GA,13307,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"2,719",0,0
Primary and Secondary Syphilis,Wheeler County,GA,13309,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"7,909",0,0
Primary and Secondary Syphilis,White County,GA,13311,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"27,797",0,0
Primary and Secondary Syphilis,Whitfield County,GA,13313,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"102,945",3,2.9
Primary and Secondary Syphilis,Wilcox County,GA,13315,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"8,960",2,22.3
Primary and Secondary Syphilis,Wilkes County,GA,13317,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"10,010",0,0
Primary and Secondary Syphilis,Wilkinson County,GA,13319,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"9,432",0,0
Primary and Secondary Syphilis,Worth County,GA,13321,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"21,291",2,9.4
Primary and Secondary Syphilis,Hawaii County,HI,15001,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"190,821",3,1.6
Primary and Secondary Syphilis,Honolulu County,HI,15003,2014,All races/ethnicities,Both sexes,All age groups,All transmission categories,"983,429",57,5.8
